coin,fundingRate,premium,time,hour,t,T,s,i,o,c,h,l,v,n
HYPE,5.2349e-06,-0.0004581209,1744552800004,1744552800000,1744552800000,1744556399999,HYPE,1h,15.633,15.559,15.82,15.252,561438.55,10736
HYPE,1.25e-05,-0.0001004308,1744556400100,1744556400000,1744556400000,1744559999999,HYPE,1h,15.553,15.492,15.643,15.267,471099.57,10921
HYPE,9.04e-06,-0.0004276804,1744560000087,1744560000000,1744560000000,1744563599999,HYPE,1h,15.492,15.608,15.755,15.462,283548.16,9423
HYPE,-2.7981e-06,-0.0005223847,1744563600045,1744563600000,1744563600000,1744567199999,HYPE,1h,15.605,16.022,16.063,15.592,420321.91,10873
HYPE,1.25e-05,-0.0003386557,1744567200006,1744567200000,1744567200000,1744570799999,HYPE,1h,16.022,16.179,16.289,16.0,418350.19,10957
HYPE,1.25e-05,-0.0002312576,1744570800105,1744570800000,1744570800000,1744574399999,HYPE,1h,16.18,15.559,16.184,15.495,470746.81,11444
HYPE,1.25e-05,-0.0002737905,1744574400028,1744574400000,1744574400000,1744577999999,HYPE,1h,15.561,15.117,15.711,15.0,771761.72,15591
HYPE,-4.2088e-06,-0.0005336706,1744578000034,1744578000000,1744578000000,1744581599999,HYPE,1h,15.118,15.192,15.284,15.0,486093.33,11771
HYPE,4.164e-07,-0.0004966685,1744581600058,1744581600000,1744581600000,1744585199999,HYPE,1h,15.194,15.005,15.246,15.0,331492.07,8123
HYPE,1.25e-05,0.000143415,1744585200011,1744585200000,1744585200000,1744588799999,HYPE,1h,15.005,15.404,15.466,14.977,432752.25,9996
HYPE,1.25e-05,6.06653e-05,1744588800023,1744588800000,1744588800000,1744592399999,HYPE,1h,15.405,15.588,15.738,15.331,500835.22,10549
HYPE,1.25e-05,-0.0001112294,1744592400033,1744592400000,1744592400000,1744595999999,HYPE,1h,15.587,15.384,15.603,15.3,305621.27,7387
HYPE,1.25e-05,-0.0003960506,1744596000040,1744596000000,1744596000000,1744599599999,HYPE,1h,15.384,15.829,16.162,15.317,493448.49,10935
HYPE,1.25e-05,0.0002845617,1744599600010,1744599600000,1744599600000,1744603199999,HYPE,1h,15.82,15.56,15.82,15.365,482168.74,12712
HYPE,3.54043e-05,0.0007832347,1744603200007,1744603200000,1744603200000,1744606799999,HYPE,1h,15.558,16.014,16.088,15.558,430476.89,12585
HYPE,8.64725e-05,0.0011917799,1744606800018,1744606800000,1744606800000,1744610399999,HYPE,1h,16.013,15.826,16.031,15.669,467579.14,10639
HYPE,1.25e-05,0.0003312456,1744610400035,1744610400000,1744610400000,1744613999999,HYPE,1h,15.825,15.827,15.911,15.736,128051.9,5268
HYPE,1.25e-05,0.0005106193,1744614000084,1744614000000,1744614000000,1744617599999,HYPE,1h,15.827,15.938,16.108,15.794,222496.18,8017
HYPE,1.25e-05,0.0004861361,1744617600043,1744617600000,1744617600000,1744621199999,HYPE,1h,15.95,15.821,15.994,15.775,143398.17,5498
HYPE,1.25e-05,7.44644e-05,1744621200063,1744621200000,1744621200000,1744624799999,HYPE,1h,15.821,15.611,15.87,15.542,99553.37,4807
HYPE,1.25e-05,-5.7454e-06,1744624800040,1744624800000,1744624800000,1744628399999,HYPE,1h,15.612,15.682,15.762,15.5,190376.42,6341
HYPE,1.25e-05,1.6231e-05,1744628400042,1744628400000,1744628400000,1744631999999,HYPE,1h,15.682,15.92,15.93,15.658,209881.7,6703
HYPE,1.25e-05,0.0004788852,1744632000019,1744632000000,1744632000000,1744635599999,HYPE,1h,15.92,16.049,16.066,15.668,412695.07,10156
HYPE,1.25e-05,0.0001355223,1744635600074,1744635600000,1744635600000,1744639199999,HYPE,1h,16.05,15.894,16.215,15.783,353108.67,10286
HYPE,1.25e-05,-1.7665e-06,1744639200054,1744639200000,1744639200000,1744642799999,HYPE,1h,15.898,16.205,16.359,15.816,615057.55,12904
HYPE,1.25e-05,0.0002709609,1744642800147,1744642800000,1744642800000,1744646399999,HYPE,1h,16.204,15.609,16.207,15.549,435102.58,13053
HYPE,1.25e-05,0.0002562301,1744646400055,1744646400000,1744646400000,1744649999999,HYPE,1h,15.604,15.61,15.761,15.3,706777.41,13150
HYPE,1.25e-05,0.0001872056,1744650000087,1744650000000,1744650000000,1744653599999,HYPE,1h,15.611,15.613,15.772,15.471,261367.59,7076
HYPE,1.25e-05,0.0003672961,1744653600043,1744653600000,1744653600000,1744657199999,HYPE,1h,15.615,15.862,15.944,15.61,310089.94,8517
HYPE,6.52834e-05,0.0010222672,1744657200063,1744657200000,1744657200000,1744660799999,HYPE,1h,15.871,15.68,16.009,15.581,412919.39,8325
HYPE,1.25e-05,0.0004934158,1744660800018,1744660800000,1744660800000,1744664399999,HYPE,1h,15.695,15.841,15.895,15.442,393557.48,7266
HYPE,1.25e-05,0.0002281847,1744664400041,1744664400000,1744664400000,1744667999999,HYPE,1h,15.853,15.736,15.879,15.629,109220.9,4301
HYPE,1.25e-05,0.0002598311,1744668000020,1744668000000,1744668000000,1744671599999,HYPE,1h,15.733,15.665,15.861,15.575,161961.7,4631
HYPE,1.25e-05,0.0002077373,1744671600028,1744671600000,1744671600000,1744675199999,HYPE,1h,15.673,15.733,15.852,15.649,144360.74,3948
HYPE,1.25e-05,0.0002720604,1744675200048,1744675200000,1744675200000,1744678799999,HYPE,1h,15.734,15.996,15.996,15.578,169262.63,4839
HYPE,1.25e-05,0.0003441371,1744678800005,1744678800000,1744678800000,1744682399999,HYPE,1h,15.992,16.12,16.134,15.821,263660.39,6659
HYPE,1.25e-05,0.0002476948,1744682400049,1744682400000,1744682400000,1744685999999,HYPE,1h,16.128,16.036,16.179,15.929,243873.33,5807
HYPE,1.25e-05,0.0001996317,1744686000005,1744686000000,1744686000000,1744689599999,HYPE,1h,16.037,16.3,16.4,16.014,305139.15,7088
HYPE,1.25e-05,0.0003339446,1744689600029,1744689600000,1744689600000,1744693199999,HYPE,1h,16.294,16.134,16.372,16.107,111270.6,4336
HYPE,1.25e-05,-6.54639e-05,1744693200104,1744693200000,1744693200000,1744696799999,HYPE,1h,16.138,16.183,16.265,16.021,226639.74,6326
HYPE,1.25e-05,-0.0001472415,1744696800073,1744696800000,1744696800000,1744700399999,HYPE,1h,16.184,16.184,16.298,16.031,218470.8,5037
HYPE,1.25e-05,-0.0001310306,1744700400103,1744700400000,1744700400000,1744703999999,HYPE,1h,16.189,16.388,16.392,16.177,74299.83,2801
HYPE,1.25e-05,-5.44722e-05,1744704000030,1744704000000,1744704000000,1744707599999,HYPE,1h,16.386,16.454,16.461,16.256,164653.63,4289
HYPE,1.25e-05,-0.0002199516,1744707600079,1744707600000,1744707600000,1744711199999,HYPE,1h,16.457,16.469,16.596,16.35,200065.75,5695
HYPE,1.25e-05,-0.0003594411,1744711200084,1744711200000,1744711200000,1744714799999,HYPE,1h,16.468,16.22,16.5,16.106,196530.49,5361
HYPE,1.25e-05,4.31316e-05,1744714800074,1744714800000,1744714800000,1744718399999,HYPE,1h,16.222,16.067,16.232,15.91,237820.59,5884
HYPE,1.25e-05,0.0002716183,1744718400047,1744718400000,1744718400000,1744721999999,HYPE,1h,16.059,16.113,16.116,15.921,158191.51,5151
HYPE,1.25e-05,1.43013e-05,1744722000054,1744722000000,1744722000000,1744725599999,HYPE,1h,16.112,15.908,16.439,15.85,433035.74,9249
HYPE,1.25e-05,0.0001567811,1744725600036,1744725600000,1744725600000,1744729199999,HYPE,1h,15.907,15.64,15.974,15.51,650273.03,14132
HYPE,1.25e-05,-0.0002554023,1744729200096,1744729200000,1744729200000,1744732799999,HYPE,1h,15.639,15.7,15.95,15.58,272403.51,7006
HYPE,1.25e-05,-0.0002658484,1744732800003,1744732800000,1744732800000,1744736399999,HYPE,1h,15.701,15.684,15.781,15.649,136766.11,4503
HYPE,1.25e-05,0.0001276919,1744736400107,1744736400000,1744736400000,1744739999999,HYPE,1h,15.683,15.484,15.775,15.464,282621.41,5727
HYPE,1.25e-05,-9.94175e-05,1744740000042,1744740000000,1744740000000,1744743599999,HYPE,1h,15.485,15.313,15.5,15.265,406942.58,10617
HYPE,-3.08853e-05,-0.0007470826,1744743600007,1744743600000,1744743600000,1744747199999,HYPE,1h,15.312,15.168,15.364,15.131,420533.49,10019
HYPE,-2.44748e-05,-0.0006957986,1744747200015,1744747200000,1744747200000,1744750799999,HYPE,1h,15.169,15.167,15.37,15.094,275667.04,7312
HYPE,-4.0302e-05,-0.0008224159,1744750800001,1744750800000,1744750800000,1744754399999,HYPE,1h,15.17,15.359,15.425,15.144,209837.58,5458
HYPE,1.25e-05,-0.0001827105,1744754400020,1744754400000,1744754400000,1744757999999,HYPE,1h,15.359,15.112,15.361,15.012,221108.37,5933
HYPE,1.25e-05,-0.0001522214,1744758000080,1744758000000,1744758000000,1744761599999,HYPE,1h,15.111,15.025,15.17,14.971,290278.8,6850
HYPE,-4.00769e-05,-0.0008206153,1744761600008,1744761600000,1744761600000,1744765199999,HYPE,1h,15.027,14.939,15.212,14.888,395004.48,10029
HYPE,-1.4262e-06,-0.0005114094,1744765200034,1744765200000,1744765200000,1744768799999,HYPE,1h,14.939,15.199,15.254,14.927,249299.57,6665
HYPE,1.25e-05,6.089e-05,1744768800050,1744768800000,1744768800000,1744772399999,HYPE,1h,15.199,15.275,15.299,15.185,124485.74,3637
HYPE,1.25e-05,0.0001897262,1744772400058,1744772400000,1744772400000,1744775999999,HYPE,1h,15.275,15.274,15.326,15.23,99504.26,3839
HYPE,1.25e-05,0.0002493919,1744776000066,1744776000000,1744776000000,1744779599999,HYPE,1h,15.27,14.882,15.321,14.85,313027.94,7640
HYPE,1.25e-05,3.19379e-05,1744779600127,1744779600000,1744779600000,1744783199999,HYPE,1h,14.883,14.885,15.044,14.779,292318.89,8787
HYPE,1.25e-05,-0.0001985844,1744783200006,1744783200000,1744783200000,1744786799999,HYPE,1h,14.886,15.006,15.027,14.855,159555.3,4776
HYPE,1.25e-05,0.0001063191,1744786800021,1744786800000,1744786800000,1744790399999,HYPE,1h,15.006,14.818,15.037,14.804,147676.56,4680
HYPE,1.25e-05,-0.0002089297,1744790400069,1744790400000,1744790400000,1744793999999,HYPE,1h,14.818,14.981,15.114,14.64,380859.8,8976
HYPE,1.25e-05,-0.0003531292,1744794000021,1744794000000,1744794000000,1744797599999,HYPE,1h,14.988,14.9,15.101,14.894,167562.65,4918
HYPE,1.15925e-05,-0.00040726,1744797600072,1744797600000,1744797600000,1744801199999,HYPE,1h,14.898,15.208,15.221,14.887,204048.26,6054
HYPE,1.25e-05,-5.32425e-05,1744801200063,1744801200000,1744801200000,1744804799999,HYPE,1h,15.209,15.271,15.317,15.098,208399.49,5631
HYPE,1.25e-05,0.0001821941,1744804800030,1744804800000,1744804800000,1744808399999,HYPE,1h,15.273,15.161,15.367,15.153,284917.23,7592
HYPE,1.25e-05,0.0002762573,1744808400015,1744808400000,1744808400000,1744811999999,HYPE,1h,15.161,15.177,15.419,15.12,238320.12,6855
HYPE,1.25e-05,0.000134508,1744812000024,1744812000000,1744812000000,1744815599999,HYPE,1h,15.175,15.895,15.966,15.168,858716.96,15048
HYPE,1.25e-05,0.0004307372,1744815600067,1744815600000,1744815600000,1744819199999,HYPE,1h,15.894,15.843,16.124,15.789,528654.68,11332
HYPE,1.25e-05,-9.32316e-05,1744819200035,1744819200000,1744819200000,1744822799999,HYPE,1h,15.843,15.769,15.937,15.614,302621.7,7501
HYPE,1.25e-05,-0.0002272062,1744822800017,1744822800000,1744822800000,1744826399999,HYPE,1h,15.769,15.263,16.032,15.217,611126.36,12861
HYPE,2.1885e-06,-0.0004824922,1744826400038,1744826400000,1744826400000,1744829999999,HYPE,1h,15.264,15.608,15.842,15.262,771210.32,14217
HYPE,1.25e-05,8.98405e-05,1744830000000,1744830000000,1744830000000,1744833599999,HYPE,1h,15.618,15.745,15.819,15.322,449233.41,9162
HYPE,1.25e-05,-0.0001154618,1744833600061,1744833600000,1744833600000,1744837199999,HYPE,1h,15.746,15.856,16.162,15.729,608930.63,11133
HYPE,1.25e-05,0.0001768518,1744837200033,1744837200000,1744837200000,1744840799999,HYPE,1h,15.856,16.13,16.175,15.824,445468.6,8665
HYPE,1.25e-05,-0.0003190866,1744840800075,1744840800000,1744840800000,1744844399999,HYPE,1h,16.13,16.168,16.248,16.095,251769.73,7186
HYPE,-4.98173e-05,-0.0008985388,1744844400053,1744844400000,1744844400000,1744847999999,HYPE,1h,16.17,15.737,16.204,15.682,451270.09,10586
HYPE,-7.59247e-05,-0.0011073977,1744848000078,1744848000000,1744848000000,1744851599999,HYPE,1h,15.737,15.991,15.995,15.573,355586.85,8064
HYPE,-4.4529e-06,-0.0005356234,1744851600060,1744851600000,1744851600000,1744855199999,HYPE,1h,15.994,16.031,16.184,15.919,304756.85,7676
HYPE,1.25e-05,7.85e-07,1744855200002,1744855200000,1744855200000,1744858799999,HYPE,1h,16.032,15.87,16.036,15.729,192656.55,5882
HYPE,-4.5007e-05,-0.0008600556,1744858800088,1744858800000,1744858800000,1744862399999,HYPE,1h,15.877,15.618,15.974,15.483,317043.06,8167
HYPE,1.25e-05,-0.0002011013,1744862400016,1744862400000,1744862400000,1744865999999,HYPE,1h,15.618,15.86,15.89,15.576,166585.56,5329
HYPE,1.25e-05,0.0001043875,1744866000081,1744866000000,1744866000000,1744869599999,HYPE,1h,15.865,16.112,16.139,15.863,163756.91,6621
HYPE,1.25e-05,-2.19063e-05,1744869600010,1744869600000,1744869600000,1744873199999,HYPE,1h,16.119,16.336,16.345,16.066,279878.81,7194
HYPE,1.25e-05,-4.17466e-05,1744873200086,1744873200000,1744873200000,1744876799999,HYPE,1h,16.335,16.442,16.562,16.231,644750.31,8902
HYPE,1.25e-05,-0.0002925637,1744876800060,1744876800000,1744876800000,1744880399999,HYPE,1h,16.442,16.391,16.588,16.312,249978.87,5521
HYPE,1.25e-05,-0.000209646,1744880400021,1744880400000,1744880400000,1744883999999,HYPE,1h,16.392,16.441,16.48,16.25,225951.3,6106
HYPE,4.3692e-06,-0.0004650467,1744884000093,1744884000000,1744884000000,1744887599999,HYPE,1h,16.442,16.429,16.528,16.303,165964.89,4721
HYPE,-7.398e-06,-0.0005591844,1744887600027,1744887600000,1744887600000,1744891199999,HYPE,1h,16.432,16.588,16.75,16.324,393762.08,7543
HYPE,1.25e-05,-7.64722e-05,1744891200100,1744891200000,1744891200000,1744894799999,HYPE,1h,16.587,16.736,16.75,16.505,301408.08,7314
HYPE,1.25e-05,-0.0001759164,1744894800129,1744894800000,1744894800000,1744898399999,HYPE,1h,16.736,16.502,16.737,16.353,336233.59,9214
HYPE,4.0803e-06,-0.0004673576,1744898400054,1744898400000,1744898400000,1744901999999,HYPE,1h,16.501,16.171,16.512,15.927,604104.83,14043
HYPE,6.6562e-06,-0.0004467507,1744902000020,1744902000000,1744902000000,1744905599999,HYPE,1h,16.17,16.52,16.534,16.134,392776.65,10980
HYPE,1.25e-05,0.0001438991,1744905600067,1744905600000,1744905600000,1744909199999,HYPE,1h,16.521,16.558,16.71,16.436,449204.54,10940
HYPE,1.25e-05,0.0004610366,1744909200023,1744909200000,1744909200000,1744912799999,HYPE,1h,16.556,16.72,16.773,16.545,316441.2,8216
HYPE,1.25e-05,0.0004750624,1744912800024,1744912800000,1744912800000,1744916399999,HYPE,1h,16.725,16.692,17.0,16.679,865502.92,14931
HYPE,1.2579e-05,0.000600632,1744916400002,1744916400000,1744916400000,1744919999999,HYPE,1h,16.692,16.529,16.813,16.287,729826.18,14897
HYPE,1.25e-05,-0.0001917258,1744920000019,1744920000000,1744920000000,1744923599999,HYPE,1h,16.519,16.841,16.944,16.501,636957.08,11579
HYPE,1.25e-05,0.0001591524,1744923600092,1744923600000,1744923600000,1744927199999,HYPE,1h,16.842,17.048,17.083,16.621,525912.57,10255
HYPE,1.25e-05,0.0003056743,1744927200047,1744927200000,1744927200000,1744930799999,HYPE,1h,17.048,16.936,17.079,16.864,369750.15,8165
HYPE,1.25e-05,-0.0003802868,1744930800046,1744930800000,1744930800000,1744934399999,HYPE,1h,16.937,17.149,17.226,16.809,610976.13,12585
HYPE,1.25e-05,0.000191961,1744934400099,1744934400000,1744934400000,1744937999999,HYPE,1h,17.148,16.876,17.213,16.8,601175.23,11374
HYPE,1.25e-05,-9.5507e-06,1744938000098,1744938000000,1744938000000,1744941599999,HYPE,1h,16.877,17.109,17.198,16.814,247429.36,6781
HYPE,1.25e-05,0.0003944013,1744941600044,1744941600000,1744941600000,1744945199999,HYPE,1h,17.109,17.228,17.44,16.926,478462.16,10870
