coin,fundingRate,premium,time,hour,t,T,s,i,o,c,h,l,v,n
HYPE,2.95976e-05,0.0007367811,1749402000100,1749402000000,1749402000000,1749405599999,HYPE,1h,35.851,35.9,36.225,35.652,523748.23,25882
HYPE,7.9504e-05,0.001136032,1749405600014,1749405600000,1749405600000,1749409199999,HYPE,1h,35.9,36.193,36.346,35.859,408283.94,25025
HYPE,5.75811e-05,0.0009606487,1749409200129,1749409200000,1749409200000,1749412799999,HYPE,1h,36.202,36.001,36.243,35.96,148535.74,10260
HYPE,5.31266e-05,0.0009250126,1749412800076,1749412800000,1749412800000,1749416399999,HYPE,1h,36.001,35.83,36.054,35.755,154881.66,11037
HYPE,7.81065e-05,0.0011248517,1749416400020,1749416400000,1749416400000,1749419999999,HYPE,1h,35.831,35.857,36.09,35.831,141303.38,10255
HYPE,8.71827e-05,0.0011974613,1749420000029,1749420000000,1749420000000,1749423599999,HYPE,1h,35.858,35.289,35.87,35.205,458969.35,22938
HYPE,1.25e-05,0.0003588043,1749423600026,1749423600000,1749423600000,1749427199999,HYPE,1h,35.289,34.987,35.476,34.755,480009.75,22457
HYPE,1.25e-05,0.0002605736,1749427200057,1749427200000,1749427200000,1749430799999,HYPE,1h,34.987,35.004,35.104,34.679,386702.56,22482
HYPE,1.25e-05,0.0001030268,1749430800044,1749430800000,1749430800000,1749434399999,HYPE,1h,35.007,35.027,35.293,34.836,286927.13,17114
HYPE,1.60272e-05,0.0006282179,1749434400044,1749434400000,1749434400000,1749437999999,HYPE,1h,35.018,35.354,35.464,34.949,248645.93,13811
HYPE,1.25e-05,0.000582636,1749438000080,1749438000000,1749438000000,1749441599999,HYPE,1h,35.355,35.526,35.6,35.168,196331.66,12269
HYPE,1.25e-05,0.0002096418,1749441600036,1749441600000,1749441600000,1749445199999,HYPE,1h,35.527,35.126,35.65,34.96,460382.17,23370
HYPE,1.25e-05,1.98138e-05,1749445200013,1749445200000,1749445200000,1749448799999,HYPE,1h,35.118,35.028,35.131,34.92,136205.23,10756
HYPE,1.25e-05,0.0001935323,1749448800017,1749448800000,1749448800000,1749452399999,HYPE,1h,35.029,35.262,35.397,34.767,298011.61,16997
HYPE,1.7128e-05,0.0006370238,1749452400028,1749452400000,1749452400000,1749455999999,HYPE,1h,35.268,35.063,35.338,34.978,216337.68,13696
HYPE,1.25e-05,0.0004625492,1749456000048,1749456000000,1749456000000,1749459599999,HYPE,1h,35.063,35.451,35.468,35.037,188689.73,14221
HYPE,1.80134e-05,0.0006441074,1749459600009,1749459600000,1749459600000,1749463199999,HYPE,1h,35.451,35.247,35.643,35.174,519958.68,19024
HYPE,1.25e-05,0.0002159549,1749463200027,1749463200000,1749463200000,1749466799999,HYPE,1h,35.248,36.51,36.679,35.248,1101151.65,47396
HYPE,4.41431e-05,0.0008531446,1749466800064,1749466800000,1749466800000,1749470399999,HYPE,1h,36.511,37.428,37.657,36.5,1451995.34,58840
HYPE,4.22093e-05,0.0008376743,1749470400039,1749470400000,1749470400000,1749473999999,HYPE,1h,37.439,36.924,37.52,36.768,855499.45,36250
HYPE,1.25e-05,0.0004523561,1749474000049,1749474000000,1749474000000,1749477599999,HYPE,1h,36.922,36.634,36.932,36.5,660484.97,31651
HYPE,1.25e-05,0.0002422524,1749477600022,1749477600000,1749477600000,1749481199999,HYPE,1h,36.634,37.468,37.8,36.634,1066571.23,45456
HYPE,2.13251e-05,0.0006706005,1749481200045,1749481200000,1749481200000,1749484799999,HYPE,1h,37.467,37.677,37.75,37.363,584150.26,23765
HYPE,1.50951e-05,0.0006207605,1749484800064,1749484800000,1749484800000,1749488399999,HYPE,1h,37.678,37.87,38.138,37.633,779692.22,32551
HYPE,6.96011e-05,0.0010568088,1749488400044,1749488400000,1749488400000,1749491999999,HYPE,1h,37.87,38.129,38.28,37.79,678391.0,29114
HYPE,1.25e-05,0.0004437503,1749492000020,1749492000000,1749492000000,1749495599999,HYPE,1h,38.129,37.863,38.247,37.793,518215.64,22056
HYPE,1.25e-05,0.0002528113,1749495600008,1749495600000,1749495600000,1749499199999,HYPE,1h,37.864,37.698,38.053,37.562,532795.9,22619
HYPE,1.25e-05,0.0005484864,1749499200017,1749499200000,1749499200000,1749502799999,HYPE,1h,37.7,38.016,38.039,37.394,772950.54,34099
HYPE,1.62588e-05,0.0006300701,1749502800047,1749502800000,1749502800000,1749506399999,HYPE,1h,38.015,38.493,38.6,37.982,1219539.82,48376
HYPE,3.98063e-05,0.0008184506,1749506400064,1749506400000,1749506400000,1749509999999,HYPE,1h,38.493,38.621,38.93,38.312,739346.84,36860
HYPE,9.90623e-05,0.0012924985,1749510000012,1749510000000,1749510000000,1749513599999,HYPE,1h,38.622,38.859,39.0,38.142,630802.1,28660
HYPE,1.25e-05,0.0001868191,1749513600020,1749513600000,1749513600000,1749517199999,HYPE,1h,38.859,38.727,39.202,38.314,1033021.33,48060
HYPE,1.25e-05,-2.0947e-06,1749517200087,1749517200000,1749517200000,1749520799999,HYPE,1h,38.727,39.343,39.364,38.585,411906.58,25395
HYPE,1.25e-05,-5.7492e-05,1749520800084,1749520800000,1749520800000,1749524399999,HYPE,1h,39.343,39.164,39.415,38.967,437674.18,22784
HYPE,1.25e-05,-3.62773e-05,1749524400011,1749524400000,1749524400000,1749527999999,HYPE,1h,39.164,39.166,39.329,38.691,434175.5,23570
HYPE,1.25e-05,9.37645e-05,1749528000100,1749528000000,1749528000000,1749531599999,HYPE,1h,39.166,39.545,39.63,39.093,738486.64,30063
HYPE,1.25e-05,0.0004281761,1749531600092,1749531600000,1749531600000,1749535199999,HYPE,1h,39.524,38.944,39.55,38.688,668039.3,29743
HYPE,1.25e-05,0.0002133122,1749535200045,1749535200000,1749535200000,1749538799999,HYPE,1h,38.944,39.25,39.328,38.571,436093.1,24584
HYPE,1.25e-05,-1.21828e-05,1749538800034,1749538800000,1749538800000,1749542399999,HYPE,1h,39.25,39.065,39.45,38.8,309617.49,20406
HYPE,1.25e-05,-1.0831e-05,1749542400005,1749542400000,1749542400000,1749545999999,HYPE,1h,39.064,39.12,39.356,38.858,286950.43,20420
HYPE,1.25e-05,5.37933e-05,1749546000009,1749546000000,1749546000000,1749549599999,HYPE,1h,39.12,40.949,41.356,39.097,2046625.08,68699
HYPE,0.0002631611,0.0026052886,1749549600100,1749549600000,1749549600000,1749553199999,HYPE,1h,40.952,41.14,41.442,40.25,1228678.23,57117
HYPE,9.25949e-05,0.001240759,1749553200059,1749553200000,1749553200000,1749556799999,HYPE,1h,41.134,41.59,41.875,40.818,888019.23,56391
HYPE,0.0001134572,0.0014076575,1749556800068,1749556800000,1749556800000,1749560399999,HYPE,1h,41.603,40.941,41.739,40.879,736729.02,44676
HYPE,7.30173e-05,0.0010841384,1749560400051,1749560400000,1749560400000,1749563999999,HYPE,1h,40.949,40.455,41.117,40.378,733386.64,40933
HYPE,9.58201e-05,0.0012665605,1749564000059,1749564000000,1749564000000,1749567599999,HYPE,1h,40.459,39.874,40.53,39.791,1180408.87,46953
HYPE,1.25e-05,0.0001449839,1749567600028,1749567600000,1749567600000,1749571199999,HYPE,1h,39.862,40.179,40.342,39.57,903795.46,39575
HYPE,1.25e-05,0.0003688755,1749571200050,1749571200000,1749571200000,1749574799999,HYPE,1h,40.178,39.899,40.516,39.787,500520.73,27802
HYPE,1.25e-05,0.0005455797,1749574800088,1749574800000,1749574800000,1749578399999,HYPE,1h,39.899,40.012,40.333,39.745,372215.98,23166
HYPE,1.60301e-05,0.000628241,1749578400000,1749578400000,1749578400000,1749581999999,HYPE,1h,40.011,40.843,40.973,39.86,650274.83,32921
HYPE,2.6147e-05,0.0007091759,1749582000048,1749582000000,1749582000000,1749585599999,HYPE,1h,40.842,41.134,41.687,40.721,1042335.6,50010
HYPE,1.43822e-05,0.0006150579,1749585600022,1749585600000,1749585600000,1749589199999,HYPE,1h,41.134,41.764,42.11,40.866,1330707.67,49687
HYPE,9.99744e-05,0.0012997952,1749589200022,1749589200000,1749589200000,1749592799999,HYPE,1h,41.763,41.57,41.879,41.087,574676.33,38091
HYPE,0.000101424,0.0013113919,1749592800015,1749592800000,1749592800000,1749596399999,HYPE,1h,41.57,41.808,42.418,41.487,1022845.7,54531
HYPE,0.0001446886,0.0016575089,1749596400052,1749596400000,1749596400000,1749599999999,HYPE,1h,41.81,42.284,42.348,41.731,611859.52,35959
HYPE,0.0001450058,0.0016600462,1749600000023,1749600000000,1749600000000,1749603599999,HYPE,1h,42.276,41.458,42.41,41.091,836497.54,41556
HYPE,0.0001690007,0.0018520055,1749603600031,1749603600000,1749603600000,1749607199999,HYPE,1h,41.459,41.147,41.969,40.825,1292920.46,58073
HYPE,0.0001653396,0.0018227168,1749607200000,1749607200000,1749607200000,1749610799999,HYPE,1h,41.146,41.388,41.5,40.864,493656.09,27900
HYPE,5.52034e-05,0.000941627,1749610800029,1749610800000,1749610800000,1749614399999,HYPE,1h,41.388,41.83,41.848,41.289,440950.47,25066
HYPE,8.44591e-05,0.0011756729,1749614400007,1749614400000,1749614400000,1749617999999,HYPE,1h,41.831,41.848,41.901,41.5,253704.3,15176
HYPE,2.85531e-05,0.0007284246,1749618000064,1749618000000,1749618000000,1749621599999,HYPE,1h,41.848,41.843,42.218,41.674,392230.25,23257
HYPE,5.02293e-05,0.000901834,1749621600004,1749621600000,1749621600000,1749625199999,HYPE,1h,41.843,42.628,42.789,41.842,631959.75,29312
HYPE,1.25e-05,0.0005787851,1749625200104,1749625200000,1749625200000,1749628799999,HYPE,1h,42.629,42.621,42.854,42.391,514704.1,24095
HYPE,1.25e-05,0.0005482677,1749628800010,1749628800000,1749628800000,1749632399999,HYPE,1h,42.631,42.4,43.153,42.311,698108.74,34144
HYPE,4.16276e-05,0.0008330206,1749632400000,1749632400000,1749632400000,1749635999999,HYPE,1h,42.4,41.727,42.6,41.716,417687.13,25528
HYPE,1.25e-05,0.0004769066,1749636000000,1749636000000,1749636000000,1749639599999,HYPE,1h,41.727,41.818,41.87,41.438,426876.32,26723
HYPE,4.86373e-05,0.0008890983,1749639600025,1749639600000,1749639600000,1749643199999,HYPE,1h,41.819,41.37,41.82,41.16,343374.14,21332
HYPE,5.21393e-05,0.0009171147,1749643200014,1749643200000,1749643200000,1749646799999,HYPE,1h,41.374,42.351,42.576,41.16,1124312.53,52730
HYPE,5.94193e-05,0.0009753545,1749646800005,1749646800000,1749646800000,1749650399999,HYPE,1h,42.352,42.909,43.033,42.09,1024338.41,51216
HYPE,3.38759e-05,0.0007710073,1749650400039,1749650400000,1749650400000,1749653999999,HYPE,1h,42.909,43.539,43.622,42.667,1417293.25,59645
HYPE,2.00618e-05,0.0006604943,1749654000066,1749654000000,1749654000000,1749657599999,HYPE,1h,43.545,43.541,44.078,43.377,1511415.36,50530
HYPE,9.12609e-05,0.0012300869,1749657600022,1749657600000,1749657600000,1749661199999,HYPE,1h,43.542,42.946,43.787,42.853,782433.51,39523
HYPE,2.68265e-05,0.0007146122,1749661200025,1749661200000,1749661200000,1749664799999,HYPE,1h,42.946,42.899,43.309,42.67,1026061.08,36379
HYPE,1.25e-05,0.0005467255,1749664800056,1749664800000,1749664800000,1749668399999,HYPE,1h,42.906,42.353,43.04,42.236,998989.27,49699
HYPE,2.57174e-05,0.0007057394,1749668400046,1749668400000,1749668400000,1749671999999,HYPE,1h,42.354,42.267,42.837,42.038,683702.25,34386
HYPE,1.25e-05,0.0004853623,1749672000062,1749672000000,1749672000000,1749675599999,HYPE,1h,42.268,42.151,42.647,42.0,345885.74,22988
HYPE,1.25e-05,0.0001994382,1749675600047,1749675600000,1749675600000,1749679199999,HYPE,1h,42.154,40.998,42.549,40.9,1197802.6,43198
HYPE,1.25e-05,8.5404e-05,1749679200010,1749679200000,1749679200000,1749682799999,HYPE,1h,41.023,41.188,41.426,40.727,1320849.11,50293
HYPE,1.25e-05,0.0005217491,1749682800035,1749682800000,1749682800000,1749686399999,HYPE,1h,41.189,41.837,41.979,41.112,446290.94,26982
HYPE,1.25e-05,0.0003884009,1749686400029,1749686400000,1749686400000,1749689999999,HYPE,1h,41.836,41.042,41.846,40.554,905647.5,44966
HYPE,1.25e-05,0.0002508965,1749690000057,1749690000000,1749690000000,1749693599999,HYPE,1h,41.04,41.192,41.25,40.677,440062.38,26725
HYPE,1.25e-05,0.0002869502,1749693600030,1749693600000,1749693600000,1749697199999,HYPE,1h,41.194,41.398,41.705,41.166,454060.78,29251
HYPE,1.25e-05,0.0001857052,1749697200050,1749697200000,1749697200000,1749700799999,HYPE,1h,41.4,41.885,42.09,41.192,654164.14,30494
HYPE,1.25e-05,0.0003931012,1749700800063,1749700800000,1749700800000,1749704399999,HYPE,1h,41.884,41.76,42.04,41.38,459654.74,28087
HYPE,1.25e-05,0.0004986705,1749704400051,1749704400000,1749704400000,1749707999999,HYPE,1h,41.76,41.867,42.24,41.465,455420.34,26484
HYPE,3.47711e-05,0.000778169,1749708000026,1749708000000,1749708000000,1749711599999,HYPE,1h,41.861,41.853,42.0,41.504,246390.25,17551
HYPE,1.25e-05,0.0005491586,1749711600003,1749711600000,1749711600000,1749715199999,HYPE,1h,41.852,41.481,42.0,41.323,282967.73,19113
HYPE,1.25e-05,0.0002051473,1749715200002,1749715200000,1749715200000,1749718799999,HYPE,1h,41.481,41.625,41.753,41.191,280820.65,17755
HYPE,2.55302e-05,0.0007042417,1749718800008,1749718800000,1749718800000,1749722399999,HYPE,1h,41.63,41.502,41.716,41.369,204165.44,13479
HYPE,2.13173e-05,0.0006705387,1749722400077,1749722400000,1749722400000,1749725999999,HYPE,1h,41.502,40.7,41.606,40.49,715222.5,41924
HYPE,9.7366e-05,0.0012789282,1749726000028,1749726000000,1749726000000,1749729599999,HYPE,1h,40.702,40.411,40.913,40.347,619350.27,32082
HYPE,6.41794e-05,0.0010134354,1749729600029,1749729600000,1749729600000,1749733199999,HYPE,1h,40.41,40.904,41.222,40.35,618541.35,29648
HYPE,1.25e-05,0.0005937008,1749733200033,1749733200000,1749733200000,1749736799999,HYPE,1h,40.915,41.766,41.959,40.898,949679.31,48574
HYPE,1.25e-05,0.000368485,1749736800050,1749736800000,1749736800000,1749740399999,HYPE,1h,41.764,42.753,43.026,41.741,1070867.72,55610
HYPE,2.31238e-05,0.0006849906,1749740400041,1749740400000,1749740400000,1749743999999,HYPE,1h,42.756,42.453,43.522,41.977,2090071.08,74278
HYPE,1.25e-05,0.0003866062,1749744000065,1749744000000,1749744000000,1749747599999,HYPE,1h,42.453,42.999,43.388,42.443,1066775.19,52498
HYPE,1.25e-05,0.0003922587,1749747600050,1749747600000,1749747600000,1749751199999,HYPE,1h,42.999,43.612,43.891,42.851,818765.41,33872
HYPE,1.25e-05,0.000342068,1749751200038,1749751200000,1749751200000,1749754799999,HYPE,1h,43.605,42.8,43.659,42.498,874938.04,45539
HYPE,1.25e-05,0.0001375498,1749754800005,1749754800000,1749754800000,1749758399999,HYPE,1h,42.8,41.889,42.878,41.72,1053630.81,51550
HYPE,1.25e-05,0.0003181372,1749758400034,1749758400000,1749758400000,1749761999999,HYPE,1h,41.893,41.283,42.055,40.848,1601015.55,62940
HYPE,2.72652e-05,0.0007181213,1749762000020,1749762000000,1749762000000,1749765599999,HYPE,1h,41.275,40.404,41.533,40.393,1101005.87,46340
HYPE,3.89254e-05,0.0008114035,1749765600002,1749765600000,1749765600000,1749769199999,HYPE,1h,40.404,40.632,41.07,40.314,829546.28,38362
HYPE,4.9682e-05,0.0008974559,1749769200085,1749769200000,1749769200000,1749772799999,HYPE,1h,40.632,40.528,41.2,40.46,466673.48,25918
HYPE,6.07131e-05,0.0009857051,1749772800071,1749772800000,1749772800000,1749776399999,HYPE,1h,40.518,38.713,40.526,38.02,5417572.15,170853
HYPE,3.64656e-05,0.0007917249,1749776400021,1749776400000,1749776400000,1749779999999,HYPE,1h,38.713,38.738,38.868,37.1,3646913.97,125471
HYPE,1.92259e-05,0.0006538069,1749780000052,1749780000000,1749780000000,1749783599999,HYPE,1h,38.738,38.184,38.891,37.6,1382745.76,68078
HYPE,1.25e-05,0.0001510866,1749783600055,1749783600000,1749783600000,1749787199999,HYPE,1h,38.184,39.106,39.471,38.151,1243127.14,52786
HYPE,1.25e-05,0.0003777115,1749787200055,1749787200000,1749787200000,1749790799999,HYPE,1h,39.106,39.7,39.7,38.345,1023273.45,46506
HYPE,1.25e-05,0.0002375218,1749790800019,1749790800000,1749790800000,1749794399999,HYPE,1h,39.7,39.336,39.841,39.01,1236378.03,50130
HYPE,1.25e-05,0.0001146753,1749794400076,1749794400000,1749794400000,1749797999999,HYPE,1h,39.332,38.929,39.504,38.5,755714.26,38833
HYPE,1.25e-05,9.46783e-05,1749798000070,1749798000000,1749798000000,1749801599999,HYPE,1h,38.928,39.376,39.518,38.333,716759.99,37520
HYPE,1.25e-05,0.0004386001,1749801600018,1749801600000,1749801600000,1749805199999,HYPE,1h,39.376,39.145,40.1,38.824,1251914.92,50331
HYPE,1.25e-05,-0.000215898,1749805200004,1749805200000,1749805200000,1749808799999,HYPE,1h,39.146,39.986,40.352,39.017,783854.81,52016
HYPE,1.25e-05,-0.0003957305,1749808800049,1749808800000,1749808800000,1749812399999,HYPE,1h,39.984,40.017,40.395,39.697,638501.51,40866
HYPE,1.25e-05,-0.0003641603,1749812400043,1749812400000,1749812400000,1749815999999,HYPE,1h,40.017,40.114,40.2,39.439,522290.52,30224
HYPE,1.25e-05,-0.000141191,1749816000027,1749816000000,1749816000000,1749819599999,HYPE,1h,40.115,40.146,40.64,39.931,696197.12,37101
HYPE,1.25e-05,0.0001113592,1749819600058,1749819600000,1749819600000,1749823199999,HYPE,1h,40.148,40.143,40.6,39.747,749859.31,40375
HYPE,1.25e-05,0.0002499897,1749823200063,1749823200000,1749823200000,1749826799999,HYPE,1h,40.142,40.412,40.581,39.01,1167778.02,61544
HYPE,1.25e-05,0.0005947556,1749826800029,1749826800000,1749826800000,1749830399999,HYPE,1h,40.413,41.199,41.589,40.27,1429917.41,69350
HYPE,1.25e-05,0.0001946942,1749830400040,1749830400000,1749830400000,1749833999999,HYPE,1h,41.199,41.678,42.109,40.835,1267866.17,66731
HYPE,1.25e-05,-4.70345e-05,1749834000020,1749834000000,1749834000000,1749837599999,HYPE,1h,41.678,41.101,41.691,40.585,600057.86,41392
HYPE,1.25e-05,-3.50881e-05,1749837600083,1749837600000,1749837600000,1749841199999,HYPE,1h,41.106,40.605,41.294,40.029,990699.68,55141
HYPE,1.25e-05,-8.53045e-05,1749841200092,1749841200000,1749841200000,1749844799999,HYPE,1h,40.603,40.753,40.899,40.259,444132.22,38439
HYPE,1.25e-05,7.97668e-05,1749844800037,1749844800000,1749844800000,1749848399999,HYPE,1h,40.759,41.441,41.681,40.74,633382.91,41176
HYPE,1.25e-05,4.65032e-05,1749848400004,1749848400000,1749848400000,1749851999999,HYPE,1h,41.444,42.019,42.1,41.107,529990.25,34526
HYPE,1.25e-05,0.0002651188,1749852000162,1749852000000,1749852000000,1749855599999,HYPE,1h,42.019,41.822,42.7,41.598,1155535.53,49891
HYPE,1.25e-05,0.0002351253,1749855600009,1749855600000,1749855600000,1749859199999,HYPE,1h,41.818,42.3,42.568,41.81,384006.21,23123
HYPE,1.25e-05,-3.61973e-05,1749859200047,1749859200000,1749859200000,1749862799999,HYPE,1h,42.296,42.37,42.635,42.024,533039.94,31309
HYPE,1.25e-05,-7.5764e-05,1749862800084,1749862800000,1749862800000,1749866399999,HYPE,1h,42.368,41.688,42.38,41.481,534531.43,34222
HYPE,1.25e-05,-0.0001423678,1749866400075,1749866400000,1749866400000,1749869999999,HYPE,1h,41.688,41.657,41.938,41.51,206536.61,17753
HYPE,1.25e-05,-2.6088e-05,1749870000035,1749870000000,1749870000000,1749873599999,HYPE,1h,41.656,41.751,42.12,41.555,288665.85,21537
HYPE,1.25e-05,0.0001683977,1749873600008,1749873600000,1749873600000,1749877199999,HYPE,1h,41.75,42.314,42.335,41.7,316443.14,21395
HYPE,1.25e-05,0.0001823168,1749877200037,1749877200000,1749877200000,1749880799999,HYPE,1h,42.315,42.528,42.593,41.989,374775.72,22061
HYPE,1.25e-05,0.0001718086,1749880800047,1749880800000,1749880800000,1749884399999,HYPE,1h,42.528,42.177,42.671,42.001,538430.02,30252
HYPE,1.25e-05,3.22332e-05,1749884400013,1749884400000,1749884400000,1749887999999,HYPE,1h,42.176,42.439,42.51,41.65,653592.51,32808
HYPE,1.25e-05,0.0003983597,1749888000182,1749888000000,1749888000000,1749891599999,HYPE,1h,42.441,42.376,42.543,41.999,440574.26,26488
HYPE,1.25e-05,0.0003856411,1749891600007,1749891600000,1749891600000,1749895199999,HYPE,1h,42.376,41.9,42.483,41.848,258955.31,19329
HYPE,1.25e-05,0.000282448,1749895200013,1749895200000,1749895200000,1749898799999,HYPE,1h,41.906,41.661,41.96,41.651,322688.44,19580
HYPE,1.25e-05,-0.0001166348,1749898800012,1749898800000,1749898800000,1749902399999,HYPE,1h,41.661,41.177,41.749,40.99,640388.3,30602
HYPE,1.25e-05,0.0001847417,1749902400033,1749902400000,1749902400000,1749905999999,HYPE,1h,41.177,40.98,41.29,40.633,536839.02,29648
HYPE,1.25e-05,0.0001566013,1749906000004,1749906000000,1749906000000,1749909599999,HYPE,1h,40.98,41.388,41.418,40.839,391526.21,28031
HYPE,1.25e-05,2.2796e-05,1749909600010,1749909600000,1749909600000,1749913199999,HYPE,1h,41.388,41.024,41.632,40.801,539494.64,30485
HYPE,1.25e-05,-0.0002922442,1749913200001,1749913200000,1749913200000,1749916799999,HYPE,1h,41.024,40.491,41.125,40.298,555098.62,34163
HYPE,1.25e-05,-0.000155009,1749916800021,1749916800000,1749916800000,1749920399999,HYPE,1h,40.489,39.893,40.654,39.68,695795.58,30727
HYPE,1.25e-05,0.0002402705,1749920400013,1749920400000,1749920400000,1749923999999,HYPE,1h,39.893,40.206,40.34,39.68,595652.92,27440
HYPE,1.25e-05,0.0005439465,1749924000012,1749924000000,1749924000000,1749927599999,HYPE,1h,40.206,39.541,40.262,39.342,726702.22,28626
HYPE,9.0122e-05,0.0012209757,1749927600061,1749927600000,1749927600000,1749931199999,HYPE,1h,39.54,39.275,39.852,39.255,822876.88,33317
HYPE,1.25e-05,0.0003256097,1749931200043,1749931200000,1749931200000,1749934799999,HYPE,1h,39.27,39.543,39.576,38.81,1006312.8,37120
HYPE,5.56147e-05,0.0009449172,1749934800044,1749934800000,1749934800000,1749938399999,HYPE,1h,39.542,40.036,40.058,39.38,687248.28,26304
HYPE,1.25e-05,0.0003575007,1749938400032,1749938400000,1749938400000,1749941999999,HYPE,1h,40.036,40.079,40.216,39.858,477466.31,18965
HYPE,1.25e-05,9.36353e-05,1749942000017,1749942000000,1749942000000,1749945599999,HYPE,1h,40.079,40.12,40.265,39.895,322980.27,16715
HYPE,1.25e-05,5.74855e-05,1749945600102,1749945600000,1749945600000,1749949199999,HYPE,1h,40.119,40.547,40.597,40.085,400769.31,21048
HYPE,1.25e-05,0.0003772302,1749949200119,1749949200000,1749949200000,1749952799999,HYPE,1h,40.537,40.256,40.686,40.15,293519.03,19917
HYPE,1.25e-05,0.0001337082,1749952800164,1749952800000,1749952800000,1749956399999,HYPE,1h,40.256,40.723,40.804,40.249,415280.87,27750
HYPE,1.25e-05,0.0003434884,1749956400032,1749956400000,1749956400000,1749959999999,HYPE,1h,40.731,39.944,40.785,39.91,459565.61,19933
HYPE,1.25e-05,-0.0001955021,1749960000040,1749960000000,1749960000000,1749963599999,HYPE,1h,39.944,40.134,40.2,39.8,264832.64,14156
HYPE,1.25e-05,0.0001583611,1749963600095,1749963600000,1749963600000,1749967199999,HYPE,1h,40.13,41.131,41.148,39.892,590534.59,25633
HYPE,1.25e-05,0.0004298952,1749967200052,1749967200000,1749967200000,1749970799999,HYPE,1h,41.132,40.425,41.167,40.404,412926.53,24976
HYPE,1.25e-05,0.0002115937,1749970800018,1749970800000,1749970800000,1749974399999,HYPE,1h,40.426,40.61,40.631,40.24,249168.94,16998
HYPE,1.25e-05,6.10535e-05,1749974400021,1749974400000,1749974400000,1749977999999,HYPE,1h,40.611,40.198,40.645,40.05,213285.09,15744
HYPE,1.25e-05,0.0002461065,1749978000016,1749978000000,1749978000000,1749981599999,HYPE,1h,40.197,39.923,40.197,39.861,226539.44,17542
HYPE,2.09736e-05,0.0006677884,1749981600032,1749981600000,1749981600000,1749985199999,HYPE,1h,39.923,40.317,40.359,39.9,205978.67,15909
HYPE,1.25e-05,0.0005337339,1749985200032,1749985200000,1749985200000,1749988799999,HYPE,1h,40.318,40.2,40.488,40.045,237153.1,19597
HYPE,1.25e-05,0.0003883329,1749988800126,1749988800000,1749988800000,1749992399999,HYPE,1h,40.201,40.228,40.45,40.044,263384.04,19870
HYPE,1.25e-05,0.0004864668,1749992400030,1749992400000,1749992400000,1749995999999,HYPE,1h,40.229,40.669,40.691,39.629,660944.7,37556
HYPE,1.25e-05,0.0005709375,1749996000056,1749996000000,1749996000000,1749999599999,HYPE,1h,40.67,40.884,41.107,40.26,1426243.94,60929
HYPE,1.25e-05,0.0003374298,1749999600041,1749999600000,1749999600000,1750003199999,HYPE,1h,40.885,40.775,41.164,40.739,338492.85,18947
HYPE,1.25e-05,-0.0001422968,1750003200130,1750003200000,1750003200000,1750006799999,HYPE,1h,40.775,40.909,40.996,40.602,365479.27,19174
HYPE,1.25e-05,-6.4539e-06,1750006800045,1750006800000,1750006800000,1750010399999,HYPE,1h,40.899,41.281,41.444,40.772,624457.94,33886
HYPE,1.25e-05,0.0003705793,1750010400022,1750010400000,1750010400000,1750013999999,HYPE,1h,41.281,41.168,41.462,41.049,817701.36,40647
HYPE,1.25e-05,-0.0001524305,1750014000071,1750014000000,1750014000000,1750017599999,HYPE,1h,41.166,40.916,41.45,40.728,487542.49,29990
HYPE,1.25e-05,-0.0001888265,1750017600032,1750017600000,1750017600000,1750021199999,HYPE,1h,40.916,40.313,41.023,40.152,700747.77,29366
HYPE,1.25e-05,-0.0002109203,1750021200007,1750021200000,1750021200000,1750024799999,HYPE,1h,40.313,40.273,40.472,40.11,300362.84,16680
HYPE,1.25e-05,0.0003950382,1750024800017,1750024800000,1750024800000,1750028399999,HYPE,1h,40.273,41.167,41.22,40.178,1020384.57,46271
HYPE,3.79187e-05,0.00080335,1750028400037,1750028400000,1750028400000,1750031999999,HYPE,1h,41.168,41.172,41.428,40.947,651712.5,34900
HYPE,2.10882e-05,0.0006687054,1750032000076,1750032000000,1750032000000,1750035599999,HYPE,1h,41.171,41.176,41.412,40.908,1155050.85,49585
HYPE,1.25e-05,0.0004750042,1750035600049,1750035600000,1750035600000,1750039199999,HYPE,1h,41.177,41.734,41.914,40.682,906816.49,40150
HYPE,1.25e-05,0.0004319919,1750039200073,1750039200000,1750039200000,1750042799999,HYPE,1h,41.735,42.201,42.414,41.431,1244957.0,50915
HYPE,9.42728e-05,0.0012541821,1750042800020,1750042800000,1750042800000,1750046399999,HYPE,1h,42.21,42.15,42.5,42.038,466605.59,27276
HYPE,9.06344e-05,0.0012250755,1750046400041,1750046400000,1750046400000,1750049999999,HYPE,1h,42.15,43.161,43.214,42.102,1006403.28,43798
HYPE,5.49613e-05,0.0009396907,1750050000097,1750050000000,1750050000000,1750053599999,HYPE,1h,43.161,43.611,43.9,42.908,925392.24,51699
HYPE,8.68368e-05,0.0011946942,1750053600023,1750053600000,1750053600000,1750057199999,HYPE,1h,43.617,44.331,44.621,43.507,1314433.74,59755
HYPE,5.6052e-05,0.0009484158,1750057200083,1750057200000,1750057200000,1750060799999,HYPE,1h,44.342,44.686,44.851,44.148,1034445.22,52358
HYPE,1.89531e-05,0.0006516244,1750060800052,1750060800000,1750060800000,1750064399999,HYPE,1h,44.685,44.4,44.754,44.018,610927.41,34410
